0.2500000000, 0.2500000000
0.6250000000, 0.1250000000
0.8125000000, 0.5625000000
0.4062500000, 0.2812500000
0.2031250000, 0.1406250000
0.6015625000, 0.0703125000
0.3007812500, 0.5351562500
0.1503906250, 0.7675781250
0.0751953125, 0.3837890625
0.0375976562, 0.1918945312
0.0187988281, 0.0959472656
0.5093994141, 0.0479736328
0.2546997070, 0.0239868164
0.1273498535, 0.0119934082
0.5636749268, 0.5059967041
0.2818374634, 0.2529983521
0.1409187317, 0.1264991760
0.5704593658, 0.5632495880
0.2852296829, 0.2816247940
0.6426148415, 0.1408123970
0.3213074207, 0.0704061985
0.1606537104, 0.0352030993
0.5803268552, 0.0176015496
0.2901634276, 0.0088007748
0.1450817138, 0.0044003874
0.0725408569, 0.5022001937
0.0362704284, 0.7511000969
0.0181352142, 0.3755500484
0.5090676071, 0.1877750242
0.7545338036, 0.0938875121
0.8772669018, 0.5469437561
0.9386334509, 0.7734718780
0.9693167254, 0.8867359390
0.9846583627, 0.4433679695
0.4923291814, 0.7216839848
0.2461645907, 0.3608419924
0.1230822953, 0.1804209962
0.5615411477, 0.0902104981
0.2807705738, 0.5451052490
0.6403852869, 0.2725526245
0.8201926435, 0.6362763123
0.9100963217, 0.3181381561
0.4550481609, 0.1590690781
0.7275240804, 0.0795345390
0.8637620402, 0.5397672695
0.9318810201, 0.7698836348
0.9659405101, 0.3849418174
0.4829702550, 0.1924709087
0.2414851275, 0.0962354543
0.6207425638, 0.0481177272
0.8103712819, 0.0240588636
0.9051856409, 0.5120294318
0.9525928205, 0.7560147159
0.9762964102, 0.8780073579
0.4881482051, 0.4390036790
0.7440741026, 0.2195018395
0.3720370513, 0.1097509197
0.6860185256, 0.5548754599
0.8430092628, 0.2774377299
0.9215046314, 0.1387188650
0.4607523157, 0.0693594325
0.7303761579, 0.5346797162
0.3651880789, 0.7673398581
0.6825940395, 0.3836699291
0.8412970197, 0.1918349645
0.4206485099, 0.0959174823
0.2103242549, 0.0479587411
0.6051621275, 0.0239793706
0.8025810637, 0.5119896853
0.9012905319, 0.2559948426
0.9506452659, 0.1279974213
0.4753226330, 0.0639987107
0.2376613165, 0.5319993553
0.1188306582, 0.2659996777
0.0594153291, 0.1329998388
0.0297076646, 0.0664999194
0.5148538323, 0.0332499597
0.7574269161, 0.0166249799
0.8787134581, 0.5083124899
0.9393567290, 0.7541562450
0.9696783645, 0.8770781225
0.4848391823, 0.4385390612
0.2424195911, 0.2192695306
0.1212097956, 0.6096347653
0.0606048978, 0.3048173827
0.5303024489, 0.1524086913
0.7651512244, 0.5762043457
0.3825756122, 0.2881021728
0.6912878061, 0.1440510864
0.3456439031, 0.5720255432
0.6728219515, 0.2860127716
0.3364109758, 0.6430063858
0.1682054879, 0.3215031929
0.0841027439, 0.1607515965
0.5420513720, 0.0803757982
0.2710256860, 0.0401878991
0.6355128430, 0.0200939496
0.8177564215, 0.5100469748
0.9088782107, 0.7550234874
0.9544391054, 0.8775117437
0.9772195527, 0.4387558718
0.4886097763, 0.7193779359
0.2443048882, 0.3596889680
0.6221524441, 0.6798444840
0.8110762220, 0.3399222420
0.4055381110, 0.6699611210
0.2027690555, 0.3349805605
0.6013845278, 0.1674902802
0.8006922639, 0.0837451401
0.4003461319, 0.5418725701
0.2001730660, 0.2709362850
0.1000865330, 0.1354681425
0.5500432665, 0.0677340713
0.7750216332, 0.0338670356
0.3875108166, 0.5169335178
0.1937554083, 0.2584667589
0.0968777042, 0.1292333795
0.0484388521, 0.0646166897
0.0242194260, 0.5323083449
0.0121097130, 0.2661541724
0.5060548565, 0.6330770862
0.7530274283, 0.8165385431
